source,text,timestamp,url,source_name,id
news,Malware infection hits telecom companies in New York,2025-03-30 11:08:55,https://news.cyberdaily.com/article/233,The Hacker News,233
blog,Data breach hits cybersecurity firms in Berlin,2025-03-11 21:05:00,https://news.cyberdaily.com/article/234,CyberWire,234
news,Credential stuffing hits e-commerce platforms in Tokyo,2025-03-29 21:00:19,https://news.cyberdaily.com/article/235,The Hacker News,235
report,Malware infection hits e-commerce platforms in Berlin,2025-04-06 21:29:00,https://news.cyberdaily.com/article/236,ThreatPost,236
report,Ransomware attack hits telecom companies in London,2025-03-30 15:35:58,https://news.cyberdaily.com/article/237,SC Magazine,237
blog,Malware infection hits energy companies in Mumbai,2025-03-12 14:49:57,https://news.cyberdaily.com/article/238,SecurityWeek,238
blog,Data breach hits energy companies in Mumbai,2025-03-18 09:21:20,https://news.cyberdaily.com/article/239,The Hacker News,239
report,Zero-day exploit hits universities in Tokyo,2025-03-31 23:12:11,https://news.cyberdaily.com/article/240,DarkReading,240
report,DDoS attack hits financial institutions in Berlin,2025-03-13 10:45:47,https://news.cyberdaily.com/article/241,SC Magazine,241
news,Malware infection hits universities in Singapore,2025-03-22 22:21:05,https://news.cyberdaily.com/article/242,The Hacker News,242
blog,Malware infection hits government agencies in New York,2025-03-18 00:02:54,https://news.cyberdaily.com/article/243,The Hacker News,243
report,DDoS attack hits government agencies in Toronto,2025-04-01 00:22:58,https://news.cyberdaily.com/article/244,SC Magazine,244
report,Credential stuffing hits financial institutions in Tokyo,2025-04-04 22:59:51,https://news.cyberdaily.com/article/245,ThreatPost,245
news,Insider threat hits telecom companies in Dubai,2025-04-03 00:02:09,https://news.cyberdaily.com/article/246,The Hacker News,246
report,Credential stuffing hits government agencies in Singapore,2025-04-06 14:24:51,https://news.cyberdaily.com/article/247,SC Magazine,247
blog,Ransomware attack hits government agencies in Berlin,2025-04-08 16:00:53,https://news.cyberdaily.com/article/248,CyberWire,248
blog,Malware infection hits energy companies in Mumbai,2025-03-10 08:24:39,https://news.cyberdaily.com/article/249,DarkReading,249
blog,Zero-day exploit hits universities in London,2025-03-12 05:39:50,https://news.cyberdaily.com/article/250,CyberWire,250
news,Credential stuffing hits financial institutions in Mumbai,2025-04-03 08:33:39,https://news.cyberdaily.com/article/251,DarkReading,251
report,Malware infection hits energy companies in Dubai,2025-03-26 04:04:56,https://news.cyberdaily.com/article/252,CyberWire,252
report,Credential stuffing hits universities in Berlin,2025-03-25 11:54:16,https://news.cyberdaily.com/article/253,SC Magazine,253
blog,Insider threat hits universities in New York,2025-04-02 00:17:56,https://news.cyberdaily.com/article/254,DarkReading,254
report,DDoS attack hits financial institutions in London,2025-03-12 18:25:04,https://news.cyberdaily.com/article/255,SecurityWeek,255
news,Zero-day exploit hits financial institutions in London,2025-03-30 12:00:01,https://news.cyberdaily.com/article/256,SC Magazine,256
blog,Ransomware attack hits cybersecurity firms in New York,2025-03-19 11:22:03,https://news.cyberdaily.com/article/257,CyberWire,257
report,Zero-day exploit hits energy companies in Berlin,2025-04-05 23:27:05,https://news.cyberdaily.com/article/258,SecurityWeek,258
blog,Malware infection hits telecom companies in Berlin,2025-03-14 09:34:35,https://news.cyberdaily.com/article/259,SecurityWeek,259
news,Data breach hits telecom companies in Berlin,2025-03-16 16:23:56,https://news.cyberdaily.com/article/260,DarkReading,260
news,Data breach hits financial institutions in Dubai,2025-03-11 01:29:28,https://news.cyberdaily.com/article/261,SecurityWeek,261
blog,Ransomware attack hits healthcare providers in Berlin,2025-03-29 20:28:50,https://news.cyberdaily.com/article/262,ThreatPost,262
blog,Insider threat hits universities in Mumbai,2025-03-30 14:44:08,https://news.cyberdaily.com/article/263,The Hacker News,263
report,Credential stuffing hits telecom companies in Singapore,2025-03-25 16:42:12,https://news.cyberdaily.com/article/264,ThreatPost,264
blog,Data breach hits telecom companies in New York,2025-03-10 12:16:59,https://news.cyberdaily.com/article/265,CyberWire,265
blog,Phishing campaign hits cybersecurity firms in Tokyo,2025-03-20 17:06:16,https://news.cyberdaily.com/article/266,The Hacker News,266
blog,DDoS attack hits universities in Berlin,2025-03-11 00:58:51,https://news.cyberdaily.com/article/267,The Hacker News,267
news,Data breach hits healthcare providers in Toronto,2025-03-10 11:04:37,https://news.cyberdaily.com/article/268,CyberWire,268
report,Ransomware attack hits energy companies in Toronto,2025-04-04 23:53:52,https://news.cyberdaily.com/article/269,DarkReading,269
report,Zero-day exploit hits energy companies in Toronto,2025-04-09 01:26:02,https://news.cyberdaily.com/article/270,CyberWire,270
news,DDoS attack hits universities in New York,2025-03-15 02:15:26,https://news.cyberdaily.com/article/271,SC Magazine,271
report,DDoS attack hits financial institutions in Toronto,2025-03-19 14:13:55,https://news.cyberdaily.com/article/272,ThreatPost,272
report,Data breach hits energy companies in New York,2025-03-16 02:51:48,https://news.cyberdaily.com/article/273,SecurityWeek,273
blog,Malware infection hits financial institutions in Berlin,2025-04-08 21:07:14,https://news.cyberdaily.com/article/274,CyberWire,274
blog,Malware infection hits financial institutions in Singapore,2025-03-19 23:37:07,https://news.cyberdaily.com/article/275,The Hacker News,275
blog,Insider threat hits e-commerce platforms in Singapore,2025-03-25 00:40:13,https://news.cyberdaily.com/article/276,ThreatPost,276
news,Data breach hits cybersecurity firms in Mumbai,2025-03-23 22:32:01,https://news.cyberdaily.com/article/277,DarkReading,277
news,Ransomware attack hits universities in London,2025-03-19 04:37:59,https://news.cyberdaily.com/article/278,CyberWire,278
blog,Zero-day exploit hits financial institutions in Berlin,2025-03-15 05:02:57,https://news.cyberdaily.com/article/279,The Hacker News,279
report,Data breach hits universities in Singapore,2025-04-02 10:27:02,https://news.cyberdaily.com/article/280,SC Magazine,280
news,Credential stuffing hits cybersecurity firms in London,2025-03-29 14:30:53,https://news.cyberdaily.com/article/281,The Hacker News,281
report,Malware infection hits e-commerce platforms in New York,2025-03-14 07:06:16,https://news.cyberdaily.com/article/282,The Hacker News,282
blog,Ransomware attack hits healthcare providers in Toronto,2025-03-11 09:46:55,https://news.cyberdaily.com/article/283,CyberWire,283
report,Credential stuffing hits financial institutions in Berlin,2025-03-23 16:23:42,https://news.cyberdaily.com/article/284,SC Magazine,284
blog,Insider threat hits financial institutions in New York,2025-04-01 08:05:17,https://news.cyberdaily.com/article/285,SecurityWeek,285
news,DDoS attack hits telecom companies in Berlin,2025-03-15 23:13:22,https://news.cyberdaily.com/article/286,ThreatPost,286
blog,Phishing campaign hits universities in New York,2025-03-22 19:09:40,https://news.cyberdaily.com/article/287,SC Magazine,287
news,Malware infection hits financial institutions in Tokyo,2025-03-16 19:46:35,https://news.cyberdaily.com/article/288,SC Magazine,288
news,Insider threat hits universities in Berlin,2025-04-04 15:10:57,https://news.cyberdaily.com/article/289,SecurityWeek,289
blog,Phishing campaign hits telecom companies in Dubai,2025-03-27 04:40:34,https://news.cyberdaily.com/article/290,SecurityWeek,290
news,DDoS attack hits energy companies in New York,2025-03-15 22:26:32,https://news.cyberdaily.com/article/291,The Hacker News,291
news,Data breach hits energy companies in Berlin,2025-03-17 20:15:57,https://news.cyberdaily.com/article/292,CyberWire,292
news,Data breach hits universities in New York,2025-03-23 20:42:04,https://news.cyberdaily.com/article/293,CyberWire,293
report,Ransomware attack hits telecom companies in Berlin,2025-03-11 05:58:15,https://news.cyberdaily.com/article/294,DarkReading,294
report,Data breach hits energy companies in Dubai,2025-03-12 09:36:38,https://news.cyberdaily.com/article/295,SC Magazine,295
blog,Zero-day exploit hits government agencies in Berlin,2025-03-12 07:42:23,https://news.cyberdaily.com/article/296,The Hacker News,296
news,Phishing campaign hits energy companies in London,2025-03-20 08:01:47,https://news.cyberdaily.com/article/297,DarkReading,297
blog,Zero-day exploit hits healthcare providers in Dubai,2025-03-22 22:52:01,https://news.cyberdaily.com/article/298,ThreatPost,298
blog,Credential stuffing hits energy companies in Tokyo,2025-04-06 10:51:42,https://news.cyberdaily.com/article/299,ThreatPost,299
blog,Credential stuffing hits energy companies in London,2025-03-25 14:59:51,https://news.cyberdaily.com/article/300,SecurityWeek,300
